,Finnkode,Modellår,Kilometer,Girkasse,Drivstoff,Omregistrering,Årsavgift,1. gang registrert,Farge,Hjuldrift,Effekt,Sylindervolum,Vekt,CO2-utslipp,Antall seter,Karosseri,Antall dører,Antall eiere,Bilen står i,Salgsform,Avgiftsklasse,Reg.nr.,Chassis nr. (VIN),Maksimal tilhengervekt
3729,341380747,2016,89 330 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,15.12.2016,Hvit,Forhjulsdrift,122 Hk,2 l,1 613 kg,139 g/km,3,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,DR30967,VF3VFAHKHGZ062277,2 500 kg
3742,341357770,2016,144 500 km,Automat,Diesel,1 476 kr (avgifter),Les mer,17.03.2016,Sølv,Firehjulsdrift,190 Hk,"2,1 l",2 001 kg,174 g/km,3,Kasse,4,1,Norge,Bruktbil til salgs,Varebil,KJ21804,WDF44760313141544,2 500 kg
3767,341333158,2016,103 500 km,Automat,Bensin,4 305 kr (avgifter),Les mer,30.11.2015,Grå,Forhjulsdrift,122 Hk,"1,6 l",1 385 kg,132 g/km,5,Kombi 5-dørs,5,3,Norge,Bruktbil til salgs,Personbil,RK95389,WDD1179421N208686,1 200 kg
3773,341326854,2016,129 500 km,Automat,Bensin,4 305 kr (avgifter),Les mer,09.03.2016,Grå,Firehjulsdrift,192 Hk,2 l,1 540 kg,146 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,BT41528,WBAHS910XG5E69402,2 000 kg
3774,341325971,2016,107 522 km,Automat,El + Bensin,4 305 kr (avgifter),Les mer,01.07.2016,Bronse,Forhjulsdrift,136 Hk,"1,8 l",1 370 kg,82 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,BT52506,SB1MS3JEX0E244608,385 kg
3782,341303307,2016,66 170 km,Automat,Diesel,1 476 kr (avgifter),Les mer,21.12.2016,Hvit,Forhjulsdrift,99 Hk,"1,6 l",1 333 kg,108 g/km,3,Kasse,5,2,Norge,Bruktbil til salgs,Varebil,BT55069,VF37BBHYMGJ858529,1 250 kg
3783,341301107,2016,88 800 km,Automat,El + Bensin,4 305 kr (avgifter),Les mer,15.06.2016,Hvit,Forhjulsdrift,204 Hk,"1,4 l",1 524 kg,37 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,KT92447,WVWZZZAUZGW817446,1 500 kg
3791,341279563,2016,95 000 km,Automat,Bensin,4 305 kr (avgifter),Les mer,08.10.2015,Svart,Bakhjulsdrift,136 Hk,"1,5 l",1 425 kg,126 g/km,5,Sedan,4,2,Norge,Bruktbil til salgs,Personbil,RK92992,WBA8E3100GK491251,1 300 kg
3794,341276340,2016,108 489 km,Automat,Bensin,4 305 kr (avgifter),Les mer,06.01.2016,Svart,Forhjulsdrift,190 Hk,2 l,1 693 kg,144 g/km,5,Stasjonsvogn,4,2,Norge,Bruktbil til salgs,Personbil,KT91085,YV1BW41L0G1364500,1 600 kg
3796,341274988,2016,202 000 km,Automat,El + Bensin,4 305 kr (avgifter),Les mer,07.09.2015,Hvit,Bakhjulsdrift,279 Hk,2 l,1 765 kg,53 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,BT58267,WDD2052471F263065,1 600 kg
3798,341274293,2016,129 219 km,Automat,El + Bensin,4 305 kr (avgifter),Les mer,31.03.2016,Sølv,Bakhjulsdrift,223 Hk,"2,5 l",1 620 kg,107 g/km,5,Sedan,4,2,Norge,Bruktbil til salgs,Personbil,RK98692,JTHBH5D2405051612,750 kg
3803,341268959,2016,164 000 km,Automat,Diesel,1 476 kr (avgifter),Les mer,28.04.2016,Blå,Firehjulsdrift,190 Hk,"2,1 l",2 111 kg,177 g/km,3,Kasse,4,2,Norge,Bruktbil til salgs,Varebil,AY30823,WDF44760113146995,2 500 kg
3811,341257326,2016,230 038 km,Automat,Diesel,4 305 kr (avgifter),Les mer,16.12.2015,Grå,Firehjulsdrift,150 Hk,2 l,1 641 kg,140 g/km,5,SUV/Offroad,5,1,Norge,Bruktbil til salgs,Personbil,NF76529,WF0AXXWPMAFJ47665,2 100 kg
3813,341259375,2016,114 032 km,Automat,Diesel,4 305 kr (avgifter),Les mer,12.02.2016,Grå,Forhjulsdrift,136 Hk,"1,6 l",1 279 kg,119 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,FT52607,W0LBE6EG5GG047415,1 500 kg
3835,341231053,2016,49 500 km,Automat,Diesel,4 305 kr (avgifter),Les mer,17.11.2016,Brun,Forhjulsdrift,130 Hk,"1,6 l",1 461 kg,122 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,KB46336,SJNFDAJ11U1843283,1 400 kg
3846,341222326,2016,131 000 km,Automat,Diesel,4 305 kr (avgifter),Les mer,28.04.2016,Svart,Forhjulsdrift,136 Hk,"1,6 l",1 279 kg,119 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,NF78518,W0LBE6EG3GG042553,1 500 kg
3861,341197460,2016,180 000 km,Automat,Diesel,1 476 kr (avgifter),Les mer,30.11.2015,Hvit,Firehjulsdrift,136 Hk,"2,1 l",2 111 kg,177 g/km,3,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,RK95266,WDF44760313103220,2 500 kg
3862,340844194,2016,47 850 km,Automat,Diesel,1 476 kr (avgifter),Les mer,06.12.2016,Grå,Forhjulsdrift,99 Hk,"1,6 l",1 411 kg,108 g/km,3,Kasse,4,2,Norge,Bruktbil til salgs,Varebil,SV76785,VF37FBHYMGJ730990,1 200 kg
3864,341176944,2016,144 500 km,Automat,Bensin,4 672 kr (avgifter),Les mer,25.08.2015,Grå,Forhjulsdrift,110 Hk,"1,2 l",1 176 kg,112 g/km,5,Kombi 5-dørs,5,4,Norge,Bruktbil til salgs,Personbil,BT30174,WVWZZZAUZGW045792,1 300 kg
3878,341143509,2016,119 017 km,Automat,Bensin,3 074 kr (avgifter),Les mer,06.09.2016,Hvit,Forhjulsdrift,110 Hk,"1,2 l",1 103 kg,109 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,LJ64776,TMBJN6NJ1GZ077363,1 100 kg
3887,341137834,2016,87 000 km,Automat,El + Bensin,4 305 kr (avgifter),Les mer,02.02.2016,Rød,Firehjulsdrift,189 Hk,2 l,1 845 kg,42 g/km,5,SUV/Offroad,5,1,Norge,Bruktbil til salgs,Personbil,SV68432,JMBXDGG2WGZ010374,1 500 kg
3895,341112805,2016,120 000 km,Automat,Diesel,4 305 kr (avgifter),Les mer,09.10.2015,Grå,Firehjulsdrift,272 Hk,3 l,1 995 kg,159 g/km,5,SUV/Offroad,5,1,Norge,Bruktbil til salgs,Personbil,RK93122,WAUZZZ4M6GD020977,3 500 kg
3919,341098228,2016,114 000 km,Manuell,Bensin,3 074 kr (avgifter),Les mer,30.08.2016,Blå,Forhjulsdrift,205 Hk,"1,6 l",1 200 kg,130 g/km,5,Kombi 5-dørs,5,4,Norge,Bruktbil til salgs,Personbil,KB45996,VF3L35GTHFS019694,1 400 kg
3927,341091543,2016,136 400 km,Automat,Bensin,4 305 kr (avgifter),Les mer,06.06.2016,Hvit,Firehjulsdrift,180 Hk,2 l,1 570 kg,170 g/km,5,SUV/Offroad,4,1,Norge,Bruktbil til salgs,Personbil,FT54137,WVGZZZ5NZGW301776,2 500 kg
3958,341014361,2016,38 900 km,Manuell,Bensin,3 074 kr (avgifter),Les mer,27.09.2016,Brun,Forhjulsdrift,90 Hk,"1,2 l",1 085 kg,107 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,UR96195,TMBEA6NH5H4512829,900 kg
3970,340997682,2016,58 000 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,17.03.2016,Sølv,Forhjulsdrift,102 Hk,2 l,1 304 kg,120 g/km,2,Kasse,4,2,Norge,Bruktbil til salgs,Varebil,VH77411,WV1ZZZ2KZGX094650,1 500 kg
3977,340991297,2016,145 100 km,Automat,El + Bensin,4 305 kr (avgifter),Les mer,13.05.2016,Sølv,Forhjulsdrift,268 Hk,"1,4 l",1 660 kg,0 g/km,5,Stasjonsvogn,5,4,Norge,Bruktbil til salgs,Personbil,BD97466,WVWZZZ3CZGE235190,1 600 kg
4011,340919567,2016,119 500 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,29.08.2016,Rød,Forhjulsdrift,99 Hk,"1,6 l",1 317 kg,110 g/km,3,Kasse,4,6,Norge,Bruktbil til salgs,Varebil,RZ39834,VF37BBHY6FJ858566,1 250 kg
4014,340859201,2016,151 000 km,Automat,Diesel,4 305 kr (avgifter),Les mer,18.07.2016,Blå,Firehjulsdrift,150 Hk,2 l,1 598 kg,149 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,KJ24210,WVGZZZ5NZGW306493,2 500 kg
4024,340886787,2016,98 000 km,Automat,El + Bensin,4 305 kr (avgifter),Les mer,14.07.2016,Grå,Firehjulsdrift,313 Hk,2 l,2 230 kg,77 g/km,5,SUV/Offroad,5,3,Norge,Bruktbil til salgs,Personbil,BT59196,WBAKT010700U30765,2 700 kg
4028,340881987,2016,112 500 km,Manuell,Diesel,4 305 kr (avgifter),Les mer,01.04.2016,Grå,Forhjulsdrift,136 Hk,"1,6 l",1 538 kg,99 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,UN36557,W0LGT6G36G1034536,1 800 kg
4061,340615794,2016,144 000 km,Automat,Diesel,4 305 kr (avgifter),Les mer,21.12.2015,Svart,Firehjulsdrift,163 Hk,2 l,1 745 kg,136 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,BT37462,WBAWZ5100G0M19291,2 400 kg
4069,340562275,2016,119 000 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,25.02.2016,Hvit,Forhjulsdrift,128 Hk,2 l,1 686 kg,168 g/km,3,Kasse,5,2,Norge,Bruktbil til salgs,Varebil,HJ98070,YARXTAHZ8DZ073481,2 000 kg
4116,340437681,2016,171 300 km,Automat,Diesel,1 476 kr (avgifter),Les mer,06.04.2016,Sølv,Firehjulsdrift,150 Hk,2 l,1 886 kg,163 g/km,2,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,SV70523,WV1ZZZ7HZGH093500,2 500 kg
4121,340433547,2016,128 000 km,Automat,Diesel,4 305 kr (avgifter),Les mer,29.09.2015,Grå,Firehjulsdrift,313 Hk,3 l,2 110 kg,157 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,BT50085,WBAKS610700N60437,3 500 kg
4123,340432641,2016,101 900 km,Manuell,Bensin,4 305 kr (avgifter),Les mer,08.11.2016,Svart,Forhjulsdrift,114 Hk,"1,2 l",1 412 kg,0 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,KT93259,SJNFEAJ11U1737746,1 200 kg
4130,340408252,2016,174 500 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,29.02.2016,Svart,Firehjulsdrift,114 Hk,"1,6 l",1 429 kg,154 g/km,3,Kasse,3,4,Norge,Bruktbil til salgs,Varebil,UF70518,VF77B9HL0EJ827733,910 kg
4136,340373332,2016,51 200 km,Automat,Bensin,4 305 kr (avgifter),Les mer,20.09.2016,Sølv,Firehjulsdrift,114 Hk,"1,6 l",1 390 kg,146 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,YN61891,JF1GP3LC5GG267873,1 200 kg
4139,340359166,2016,139 000 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,05.07.2016,Grå,Forhjulsdrift,101 Hk,"1,5 l",1 443 kg,115 g/km,3,Kasse,4,1,Norge,Bruktbil til salgs,Varebil,PR36948,WF0SXXWPGSGG42019,1 200 kg
4142,340357238,2016,141 500 km,Manuell,Diesel,4 305 kr (avgifter),Les mer,01.02.2016,Hvit,Forhjulsdrift,99 Hk,"1,6 l",1 205 kg,86 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,SV68833,VF7NCBHY6FY579575,1 550 kg
4153,342052283,2020,27 600 km,Manuell,Bensin,1 476 kr (avgifter),Les mer,23.09.2020,Hvit,Forhjulsdrift,100 Hk,1 l,1 320 kg,163 g/km,2,Kasse,4,1,Norge,Bruktbil til salgs,Varebil,SX16155,WF0WXXTACWLR13747,850 kg
4204,342058319,2020,131 041 km,Automat,Diesel,1 476 kr (avgifter),Les mer,02.04.2020,Oransje,Firehjulsdrift,150 Hk,"2,4 l",2 110 kg,183 g/km,2,Pickup,4,1,Norge,Bruktbil til salgs,Varebil,KU10004,AHTBB3CD601766086,3 050 kg
4216,342061423,2019,53 300 km,Automat,Diesel,1 476 kr (avgifter),Les mer,12.06.2019,Hvit,Firehjulsdrift,150 Hk,2 l,1 942 kg,188 g/km,3,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,KB49712,WV1ZZZ7HZKH133524,2 500 kg
4225,342053483,2019,94 194 km,Automat,El + Bensin,4 305 kr (avgifter),Les mer,31.07.2019,Sølv,Forhjulsdrift,141 Hk,"1,6 l",1 420 kg,26 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,DR70150,KMHC751DGKU143378,750 kg
4232,342050851,2019,117 500 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,23.04.2019,Hvit,Forhjulsdrift,102 Hk,2 l,1 452 kg,127 g/km,2,Kasse,4,1,Norge,Bruktbil til salgs,Varebil,KJ42499,WV1ZZZ2KZKX089161,1 500 kg
4235,342050580,2019,115 500 km,Automat,Diesel,4 305 kr (avgifter),Les mer,13.11.2019,Hvit,Forhjulsdrift,131 Hk,"1,5 l",1 518 kg,109 g/km,5,SUV/Offroad,5,1,Norge,Bruktbil til salgs,Personbil,BE23161,VF3MCYHZRKS405120,1 300 kg
4243,342047625,2019,93 000 km,Automat,Diesel,1 476 kr (avgifter),Les mer,21.05.2019,Blå,Firehjulsdrift,200 Hk,"3,2 l",2 241 kg,228 g/km,2,Pickup,4,1,Norge,Bruktbil til salgs,Varebil,PD66647,6FPPXXMJ2PKK73438,3 500 kg
4270,342026784,2019,92 500 km,Automat,Bensin,4 305 kr (avgifter),Les mer,20.03.2019,Hvit,Firehjulsdrift,565 Hk,5 l,2 449 kg,298 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,BT94566,SALGA2BE9KA530635,3 500 kg
4271,342026624,2019,62 345 km,Automat,El + Bensin,4 305 kr (avgifter),Les mer,07.06.2019,Grå,Firehjulsdrift,404 Hk,2 l,2 579 kg,72 g/km,5,SUV/Offroad,5,3,Norge,Bruktbil til salgs,Personbil,BT96514,SALGA2BY9KA540544,2 500 kg
4272,342026451,2019,77 213 km,Automat,Diesel,4 305 kr (avgifter),Les mer,05.02.2019,Grå,Firehjulsdrift,306 Hk,3 l,2 305 kg,201 g/km,7,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,RL38121,SALRA2BKXKA091508,3 500 kg
4282,342018178,2019,67 900 km,Automat,Elektrisitet,4 305 kr (avgifter),Les mer,23.10.2019,Blå,Forhjulsdrift,0 Hk,0 l,1 540 kg,0 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,EB67508,WVWZZZAUZLW904119,0 kg
4290,342009113,2019,73 000 km,Automat,Bensin,1 476 kr (avgifter),Les mer,11.06.2019,Rød,Firehjulsdrift,360 Hk,"5,3 l",2 430 kg,290 g/km,3,Pickup,4,1,Norge,Bruktbil til salgs,Varebil,DR66175,1GCUYEED8KZ345570,3 500 kg
4291,341997903,2019,22 490 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,09.10.2018,Hvit,Firehjulsdrift,122 Hk,2 l,1 503 kg,152 g/km,2,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,DR56415,WV1ZZZ2KZKX003624,1 450 kg
4336,341380959,2007,285 000 km,Manuell,Diesel,1 231 kr (avgifter),Les mer,01.11.2006,Rød,Firehjulsdrift,136 Hk,"2,5 l",1 900 kg,228 g/km,2,Pickup,2,5,Norge,Bruktbil til salgs,Varebil,RZ29193,MMBCNKB407D039324,2 700 kg
4338,341966128,2014,107 155 km,Manuell,Diesel,4 305 kr (avgifter),Les mer,30.11.2013,Svart,Forhjulsdrift,116 Hk,"1,6 l",1 315 kg,112 g/km,5,Flerbruksbil,4,2,Norge,Bruktbil til salgs,Personbil,ZH40028,WF0JXXWPBJDK68188,1 200 kg
4345,341783757,2013,93 600 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,30.01.2013,Sølv,Forhjulsdrift,105 Hk,"1,6 l",1 370 kg,133 g/km,2,Kasse,4,1,Norge,Bruktbil til salgs,Varebil,HJ92308,ZFA26300009088963,1 000 kg
4346,341783509,2014,356 500 km,Automat,Diesel,Ikke oppgitt (avgifter),Les mer,05.05.2014,Grå,Firehjulsdrift,170 Hk,"2,1 l",1 660 kg,151 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,DP99550,WDD2042841G276359,1 800 kg
4356,341120448,2006,166 500 km,Manuell,Diesel,1 845 kr (avgifter),Les mer,14.07.2006,Svart,Firehjulsdrift,109 Hk,2 l,1 690 kg,216 g/km,5,SUV/Offroad,5,3,Norge,Bruktbil til salgs,Personbil,DL37613,JSAHTX83V00314331,1 850 kg
4358,341041056,2012,131 500 km,Manuell,Diesel,4 305 kr (avgifter),Les mer,16.05.2012,Rød,Forhjulsdrift,114 Hk,"1,6 l",1 384 kg,0 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,CV64152,JMZBLA4Y611504192,1 300 kg
4362,340465356,2013,64 600 km,Manuell,Bensin,3 074 kr (avgifter),Les mer,22.08.2013,Beige,Forhjulsdrift,83 Hk,"1,2 l",970 kg,0 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,RK66091,NLHBA51BADZ210301,850 kg
4369,339982193,2011,181 000 km,Manuell,Diesel,1 845 kr (avgifter),Les mer,24.03.2011,Svart,Forhjulsdrift,116 Hk,2 l,1 645 kg,139 g/km,5,Stasjonsvogn,5,1,Norge,Bruktbil til salgs,Personbil,SV10224,WF0GXXGBBGBC56591,1 800 kg
4371,339864130,2008,185 600 km,Manuell,Bensin,1 845 kr (avgifter),Les mer,24.01.2008,Grå,Bakhjulsdrift,143 Hk,2 l,1 505 kg,144 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,BR61097,WBAVR31020A149836,1 250 kg
4380,338715701,2012,140 900 km,Automat,Diesel,1 845 kr (avgifter),Les mer,25.01.2012,Svart,Forhjulsdrift,110 Hk,"1,5 l",1 360 kg,110 g/km,5,Stasjonsvogn,5,1,Norge,Bruktbil til salgs,Personbil,DN82054,VF1KZ090E45961318,1 500 kg
4386,338309615,2012,151 500 km,Automat,Diesel,1 845 kr (avgifter),Les mer,28.06.2012,Svart,Forhjulsdrift,163 Hk,2 l,1 760 kg,159 g/km,7,Flerbruksbil,5,3,Norge,Bruktbil til salgs,Personbil,LJ47483,WF0SXXGBWSCK17764,1 800 kg
4391,331398839,2007,246 000 km,Automat,Diesel,Fritatt (avgifter),Les mer,22.11.2006,Grå,Forhjulsdrift,163 Hk,"2,4 l",1 653 kg,209 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,JD44284,YV1SW694071644755,1 800 kg
4393,337449378,2012,185 000 km,Manuell,Diesel,1 845 kr (avgifter),Les mer,22.02.2012,Grå,Forhjulsdrift,131 Hk,2 l,1 816 kg,119 g/km,7,Flerbruksbil,5,4,Norge,Bruktbil til salgs,Personbil,XN38161,W0LPD9EM0C2049239,1 150 kg
4402,334174062,2010,119 900 km,Manuell,Diesel,1 777 kr (avgifter),Les mer,28.05.2010,Blå,Forhjulsdrift,109 Hk,"1,6 l",1 319 kg,119 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,SV18997,YV1MW76E2A2578681,1 300 kg
4407,332035031,2012,158 000 km,Manuell,Diesel,Fritatt (avgifter),Les mer,30.10.2012,Brun,Forhjulsdrift,116 Hk,"1,7 l",1 415 kg,135 g/km,5,SUV/Offroad,4,5,Norge,Bruktbil til salgs,Personbil,NF57875,TMAJT81UACJ229865,1 200 kg
4418,328870921,2012,161 800 km,Automat,Diesel,1 845 kr (avgifter),Les mer,15.08.2012,Blå,Forhjulsdrift,111 Hk,"1,6 l",1 615 kg,120 g/km,5,Stasjonsvogn,5,4,Norge,Bruktbil til salgs,Personbil,NV65235,VF7RW9HR8CL505930,1 300 kg
4426,322429045,2012,61 000 km,Manuell,Bensin,1 845 kr (avgifter),Les mer,30.03.2012,Blå,Bakhjulsdrift,99 Hk,"1,3 l",1 146 kg,128 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,AE34039,LUCGG3740B3206000,1 000 kg
4433,307131694,2008,242 700 km,Automat,Bensin,1 777 kr (avgifter),Les mer,09.10.2007,Grå,Bakhjulsdrift,190 Hk,"2,5 l",1 695 kg,184 g/km,5,Stasjonsvogn,5,5,Norge,Bruktbil til salgs,Personbil,RJ76990,WBAPU31060CT77978,1 800 kg
4438,257913472,2012,141 000 km,Manuell,Bensin,1 845 kr (avgifter),Les mer,05.03.2012,Brun,Forhjulsdrift,105 Hk,"1,2 l",1 424 kg,149 g/km,7,Flerbruksbil,5,2,Norge,Bruktbil til salgs,Personbil,DP23114,WVGZZZ1TZCW091471,1 300 kg
4449,323742449,2015,113 926 km,Manuell,Bensin,Fritatt (avgifter),Les mer,23.01.2015,Svart,Forhjulsdrift,116 Hk,"1,2 l",1 377 kg,129 g/km,5,Kombi 5-dørs,5,3,Norge,Bruktbil til salgs,Personbil,SV57528,SJNFEAJ11U1191127,1 200 kg
4467,322037141,2013,127 500 km,Manuell,Bensin,4 147 kr (avgifter),Les mer,05.11.2013,Svart,Forhjulsdrift,122 Hk,"1,4 l",1 426 kg,152 g/km,5,SUV/Offroad,4,1,Norge,Bruktbil til salgs,Personbil,KT86729,WVGZZZ5NZDW501244,1 600 kg
4473,338292831,2015,182 566 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,29.01.2016,Svart,Forhjulsdrift,125 Hk,"2,2 l",1 881 kg,197 g/km,3,Kasse,4,4,Norge,Bruktbil til salgs,Varebil,AS47279,WF0YXXTTGYFM27486,2 500 kg
4479,341893626,2017,113 990 km,Manuell,Diesel,1 476 kr (avgifter),Les mer,02.02.2017,Hvit,Forhjulsdrift,122 Hk,2 l,1 613 kg,139 g/km,3,Kasse,5,2,Norge,Bruktbil til salgs,Varebil,SV78078,VF7VFAHKHGZ083599,2 500 kg
4547,340966067,2014,170 100 km,Automat,Diesel,4 305 kr (avgifter),Les mer,18.08.2014,Svart,Forhjulsdrift,131 Hk,"1,6 l",1 530 kg,119 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,AE42045,SJNFDAJ11U1175547,1 400 kg
4556,340253818,2013,152 100 km,Automat,Bensin,4 305 kr (avgifter),Les mer,25.09.2013,Rød,Forhjulsdrift,145 Hk,"1,8 l",1 471 kg,0 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,DP36598,SB1EG76L50E089714,1 600 kg
4561,340164354,2013,188 000 km,Automat,Bensin,1 845 kr (avgifter),Les mer,25.09.2012,Brun,Forhjulsdrift,200 Hk,2 l,1 502 kg,180 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,BS55509,TMBJH93T0D9020807,1 600 kg
4587,338541713,2017,170 000 km,Automat,Bensin,4 305 kr (avgifter),Les mer,18.01.2017,Grå,Forhjulsdrift,131 Hk,"1,2 l",1 317 kg,115 g/km,7,Flerbruksbil,5,2,Norge,Bruktbil til salgs,Personbil,AE50739,VF73AHNYTGJ843169,1 350 kg
4591,337999397,2011,288 000 km,Manuell,Diesel,1 231 kr (avgifter),Les mer,19.05.2011,Blå,Firehjulsdrift,117 Hk,"2,5 l",1 875 kg,246 g/km,3,Kasse,5,3,Norge,Bruktbil til salgs,Varebil,PX54780,JT121JK2800028945,2 000 kg
4599,336768569,2016,75 000 km,Manuell,Bensin,3 074 kr (avgifter),Les mer,21.10.2016,Svart,Forhjulsdrift,110 Hk,"1,2 l",1 025 kg,100 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,DR14649,VF70PHNZBGE563631,825 kg
4611,334146821,2014,194 000 km,Manuell,Diesel,4 305 kr (avgifter),Les mer,03.02.2014,Brun,Firehjulsdrift,140 Hk,2 l,1 581 kg,139 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,RK72590,WVWZZZ3CZEE083752,2 000 kg
4619,331925749,2011,213 451 km,Automat,Diesel,1 777 kr (avgifter),Les mer,05.07.2010,Svart,Firehjulsdrift,140 Hk,2 l,1 600 kg,169 g/km,5,SUV/Offroad,4,1,Norge,Bruktbil til salgs,Personbil,KT79345,WVGZZZ5NZBW004250,2 200 kg
4632,325662065,2014,97 000 km,Automat,Bensin,3 074 kr (avgifter),Les mer,14.03.2014,Grå,Forhjulsdrift,120 Hk,"1,2 l",1 180 kg,125 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,DP46588,VF12R401E50572758,1 200 kg
4640,320769985,2016,116 000 km,Automat,Bensin,4 305 kr (avgifter),Les mer,01.07.2015,Svart,Forhjulsdrift,110 Hk,"1,2 l",1 275 kg,116 g/km,5,Flerbruksbil,5,2,Norge,Bruktbil til salgs,Personbil,BD91348,WVWZZZAUZGW503215,1 300 kg
4660,341041009,2011,192 130 km,Automat,Diesel,1 845 kr (avgifter),Les mer,07.11.2011,Hvit,Bakhjulsdrift,136 Hk,"2,1 l",1 590 kg,145 g/km,5,Sedan,4,2,Norge,Bruktbil til salgs,Personbil,BS34386,WDD2040011A528357,1 800 kg
4661,340850493,2011,224 000 km,Automat,Diesel,1 845 kr (avgifter),Les mer,04.02.2011,Grå,Bakhjulsdrift,163 Hk,2 l,1 790 kg,139 g/km,5,Stasjonsvogn,4,5,Norge,Bruktbil til salgs,Personbil,JD58287,WBAMX11050C882604,2 000 kg
4663,340786976,2006,188 000 km,Manuell,Diesel,1 845 kr (avgifter),Les mer,17.03.2006,Grå,Firehjulsdrift,116 Hk,"2,5 l",2 065 kg,285 g/km,7,SUV/Offroad,4,3,Norge,Bruktbil til salgs,Personbil,YE75047,JMBLNV74W6J000339,3 300 kg
4664,340300143,2008,295 000 km,Automat,Diesel,1 845 kr (avgifter),Les mer,03.07.2008,Svart,Firehjulsdrift,190 Hk,3 l,2 185 kg,254 g/km,5,SUV/Offroad,5,11,Norge,Bruktbil til salgs,Personbil,BR69254,WDC1641201A389088,3 500 kg
4693,323754481,2013,317 000 km,Automat,Diesel,1 422 kr (avgifter),Les mer,23.04.2013,Sølv,Firehjulsdrift,179 Hk,2 l,1 903 kg,219 g/km,2,Kasse,4,4,Norge,Bruktbil til salgs,Varebil,UR89144,WV1ZZZ7HZDH104988,2 500 kg
4698,340129165,2013,118 300 km,Manuell,Diesel,4 305 kr (avgifter),Les mer,09.07.2014,Sølv,Forhjulsdrift,105 Hk,"1,6 l",1 464 kg,133 g/km,5,Stasjonsvogn,4,1,Norge,Bruktbil til salgs,Personbil,UF64072,TMBJJ73T5D9032959,1 500 kg
4711,334704182,2013,128 000 km,Automat,Bensin,4 305 kr (avgifter),Les mer,21.02.2013,Grå,Forhjulsdrift,147 Hk,"1,8 l",1 471 kg,154 g/km,5,Stasjonsvogn,4,5,Norge,Bruktbil til salgs,Personbil,RK58187,SB1EG76L70E078522,1 600 kg
